seat,ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,mp_firstname,mp_surname,mp_gender,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,con_share,lab_share,ld_share,brexit_share,green_share,snp_share,pc_share,dup_share,sf_share,sdlp_share,uup_share,alliance_share,other_share,swing_needed,new_con_share,new_lab_share,new_ld_share,new_brexit_share,new_green_share,new_snp_share,new_pc_share,new_dup_share,new_sf_share,new_sdlp_share,new_uup_share,new_alliance_share,new_other_share,new_first_party,changed,new_swing_needed
356,E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,2019-12-13 04:51:00,Flick,Drummond,Female,Con hold,CON,LD,75737,54829,211,23555,35271,5644,11716,0,2198,0,0,0,0,0,0,0,0,0,0.6432909591639461,0.10293822612121323,0.21368254026154043,0.0,0.04008827445330026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42960841890240564,0.7387003419159829,0.21935906918400605,0.0,0.0,0.041940588900011774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.5193412727319768
357,E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,2019-12-13 01:59:00,Saqib,Bhatti,Male,Con hold,CON,Lab,85368,54161,236,22836,34358,11522,5614,0,2667,0,0,0,0,0,0,0,0,0,0.6343679031037093,0.21273610162293902,0.10365392071785971,0.0,0.04924207455549196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4216318014807703,0.6789262729295626,0.27082072839669413,0.0,0.0,0.05025299867374156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.4081055445328685
358,W07000071,W92000004,Merthyr Tydfil and Rhymney,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-13 02:51:00,Gerald,Jones,Male,Lab hold,LAB,Con,56322,32246,83,10606,6307,16913,1116,3604,0,0,2446,0,0,0,0,0,1860,0,0.19559015071636793,0.5244991626868449,0.03460894374496062,0.11176580040935309,0.0,0.0,0.0758543695342058,0.0,0.0,0.0,0.0,0.0,0.05768157290826769,0.328909011970477,0.20711437140253103,0.5458686426332648,0.0,0.11254730940771177,0.0,0.0,0.07638477214518978,0.0,0.0,0.0,0.0,0.0,0.058084904411305344,LAB,FALSE,0.3387542712307338
359,E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East,England,County,2019-12-13 03:09:00,Nadine,Dorries,Female,Con hold,CON,Lab,87795,64717,225,24664,38692,14028,8171,0,2478,0,0,0,0,0,0,0,1348,0,0.5978645487275368,0.21675912047839052,0.12625739759259547,0.0,0.03828978475516479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020829148446312406,0.3811054282491463,0.6508371435296118,0.28852750282769274,0.0,0.0,0.03927193056105457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021363423081638997,CON,FALSE,0.362309640701919
360,E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,2019-12-13 05:39:00,Pauline,Latham,Female,Con hold,CON,Lab,67442,49356,197,15385,29027,13642,4756,0,1931,0,0,0,0,0,0,0,0,0,0.588114920171813,0.2764000324175379,0.09636113137207229,0.0,0.03912391603857687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3117148877542751,0.628603817260514,0.33153010855731546,0.0,0.0,0.039866074182171765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.2970737087031985
361,E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,2019-12-13 00:25:00,Andy,McDonald,Male,Lab hold,LAB,Con,60764,34097,85,8395,8812,17207,816,2168,546,0,0,0,0,0,0,0,4548,0,0.25843915887028185,0.504648502800833,0.02393172419860985,0.06358330644924773,0.016013138985834532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13338416869519312,0.2462093439305511,0.26675670166977705,0.5193011589703536,0.0,0.06387036052495194,0.016085432124826472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13398634671009188,LAB,FALSE,0.2525444573005765
362,E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,2019-12-13 02:58:00,Simon,Clarke,Male,Con hold,CON,Lab,72348,47817,180,11626,28135,16509,1953,0,1220,0,0,0,0,0,0,0,0,0,0.5883890666499362,0.34525378003638874,0.04084321475625823,0.0,0.025513938557416817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24313528661354744,0.6053747500578949,0.3689072837274891,0.0,0.0,0.025717966214614422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.23646746633040577
363,E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,2019-12-13 04:48:00,Michael,Tomlinson,Male,Con hold,CON,LD,65427,48930,152,14898,29548,3402,14650,0,1330,0,0,0,0,0,0,0,0,0,0.6038830983036991,0.06952789699570816,0.29940731657469855,0.0,0.027181688125894134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3044757817290006,0.7375278016006973,0.23340058355163443,0.0,0.0,0.02907161484767204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.5041272180490629
364,S14000045,S92000003,Midlothian,Scotland,Scotland,Scotland,County,2019-12-13 02:41:00,Owen,Thompson,Male,SNP gain from Lab,SNP,Lab,70544,48221,140,5705,10467,14328,3393,0,0,20033,0,0,0,0,0,0,0,0,0.21706310528607867,0.2971319549573837,0.0703635345596317,0.0,0.0,0.4154414051969059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11830945023952222,0.24097313150013253,0.3378813921568673,0.0,0.0,0.0,0.4211454763430004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SNP,FALSE,0.08326408418613312
365,E14000816,E12000006,Mid Norfolk,Norfolk,East,England,County,2019-12-13 02:46:00,George,Freeman,Male,Con hold,CON,Lab,82203,56186,335,22594,35051,12457,7739,0,0,0,0,0,0,0,0,0,939,0,0.6238386786744029,0.22171003452817428,0.13773893852561137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016712348271811485,0.4021286441462286,0.6831806654350696,0.29963583683113654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017183497733795305,CON,FALSE,0.3835448286039331
366,E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,2019-12-13 04:05:00,Mims,Davies,Female,Con hold,CON,LD,85146,62762,222,18197,33455,11218,15258,0,2234,0,0,0,0,0,0,0,597,0,0.5330454733756095,0.1787387272553456,0.243108887543418,0.0,0.035594786654344984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009512125171281987,0.2899365858321915,0.6362895346099724,0.3162016371109446,0.0,0.0,0.03749018805208898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010018640226990592,CON,FALSE,0.3200878974990278
367,N06000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-13 02:55:00,Francie,Molloy,Male,SF hold,SF,DUP,70449,44620,348,9537,0,0,0,0,0,0,0,10936,20473,6384,2611,3526,690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24509188704616763,0.45883012102196324,0.1430748543254146,0.058516360376512776,0.07902285970416853,0.015463917525773196,0.2137382339757956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24509188704617454,0.458830121021997,0.1430748543254284,0.05851636037652004,0.0790228597041868,0.01546391752577608,SF,FALSE,0.21373823397582245
368,E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,2019-12-13 02:37:00,Nigel,Huddleston,Male,Con hold,CON,Lab,78220,56123,204,28018,37426,9408,6474,0,2177,0,0,0,0,0,0,0,638,0,0.666856725406696,0.16763180870587815,0.11535377652655773,0.0,0.03878980097286318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011367888388004918,0.4992249167008179,0.7169948342917929,0.23169334127616703,0.0,0.0,0.03968235942754818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011629465004490523,CON,FALSE,0.48530149301562586
369,E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,2019-12-13 04:31:00,Ben,Everitt,Male,Con hold,CON,Lab,91545,62543,237,6255,30938,24683,4991,0,1931,0,0,0,0,0,0,0,0,0,0.49466766864397294,0.39465647634427514,0.07980109684537039,0.0,0.03087475816638153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1000111922996978,0.5267905339811456,0.44185246454020405,0.0,0.0,0.03135700147865047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.08493806944094157
370,E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,2019-12-13 04:40:00,Iain,Stewart,Male,Con hold,CON,Lab,96363,64007,181,6944,32011,25067,4688,0,1495,0,0,0,0,0,0,0,746,0,0.500117174684019,0.39162904057368725,0.0732419891574359,0.0,0.023356820347774462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011654975237083445,0.1084881341103317,0.5293781608491053,0.43509506259994185,0.0,0.0,0.023700370791466144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011826405759487426,CON,FALSE,0.09428309824916342
371,E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,2019-12-13 03:02:00,Siobhain,McDonagh,Female,Lab hold,LAB,Con,70021,45741,104,16482,11482,27964,3717,1202,1160,0,0,0,0,0,0,0,216,0,0.25102205898428104,0.6113552392820446,0.08126188758444285,0.026278393563761177,0.025360180144727924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004722240440742441,0.36033318029776357,0.2791483397375697,0.6636117660599438,0.0,0.026688267196040335,0.0257557320693902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00479589493705884,LAB,FALSE,0.38446342632237407
372,E14000824,E12000008,Mole Valley,Surrey,South East,England,County,2019-12-13 03:52:00,Paul,Beresford,Male,Con hold,CON,LD,74665,57110,194,12041,31656,2965,19615,0,1874,0,0,0,0,0,0,0,1000,0,0.5542987217650149,0.051917352477674664,0.343459989493959,0.0,0.0328138679740851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01751006828926633,0.21083873227105593,0.7044917496975622,0.24108902744569718,0.0,0.0,0.03548421142433146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01893501143240739,CON,FALSE,0.4634027222518651
373,W07000054,W92000004,Monmouth,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-13 03:36:00,David T. C.,Davies,Male,Con hold,CON,Lab,67098,50217,136,9982,26160,16178,4909,0,1353,0,1182,0,0,0,0,0,435,0,0.5209391242009678,0.32216181771113367,0.097755740088018,0.0,0.026943067088834458,0.0,0.023537845749447398,0.0,0.0,0.0,0.0,0.0,0.008662405161598661,0.1987773064898341,0.5606337895695716,0.3790407156298783,0.0,0.0,0.027481614298029946,0.0,0.024008328233755535,0.0,0.0,0.0,0.0,0.0,0.008835552268767921,CON,FALSE,0.18159307393969326
374,W07000063,W92000004,Montgomeryshire,Powys,Wales,Wales,County,2019-12-13 03:32:00,Craig,Williams,Male,Con hold,CON,LD,48997,34214,213,12138,20020,5585,7882,0,0,0,0,0,0,0,0,0,727,0,0.5851405857251417,0.16323727129245338,0.2303735313029754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02124861167942947,0.35476705442216633,0.6836401503494801,0.29404933004884165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022310519601679065,CON,FALSE,0.38959082030063846
375,S14000046,S92000003,Moray,Scotland,Scotland,Scotland,County,2019-12-13 03:16:00,Douglas,Ross,Male,Con hold,CON,SNP,71035,48825,92,513,22112,2432,2269,0,0,21599,0,0,0,0,0,0,413,0,0.45288274449564775,0.049810547875064004,0.046472094214029695,0.0,0.0,0.4423758320532514,0.0,0.0,0.0,0.0,0.0,0.0,0.00845878136200717,0.010506912442396321,0.47084719477315556,0.0742384139001821,0.0,0.0,0.0,0.44637906315939735,0.0,0.0,0.0,0.0,0.0,0.0,0.008535328167268425,CON,FALSE,0.024468131613758215
376,E14000825,E12000002,Morecambe and Lunesdale,Lancashire,North West,England,County,2019-12-13 04:14:00,David,Morris,Male,Con hold,CON,Lab,67397,45310,138,6354,23925,17571,2328,0,938,0,0,0,0,0,0,0,548,0,0.528029132641801,0.3877951887000662,0.05137938644890753,0.0,0.02070183182520415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012094460384021188,0.14023394394173477,0.5486456623004498,0.41823221066044663,0.0,0.0,0.020907506838949978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012214620200154193,CON,FALSE,0.13041345164000312
377,E14000826,E12000003,Morley and Outwood,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-13 04:25:00,Andrea,Jenkyns,Female,Con hold,CON,Lab,78803,51930,191,11267,29424,18157,2285,0,1107,0,0,0,0,0,0,0,957,0,0.5666088965915655,0.34964375120354324,0.04400154053533603,0.0,0.021317157712305027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018428653957250143,0.2169651453880223,0.5845330117372665,0.3753774142311709,0.0,0.0,0.021501530258207873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018588043773355833,CON,FALSE,0.20915559750609558
378,S14000047,S92000003,Motherwell and Wishaw,Scotland,Scotland,Scotland,Borough,2019-12-13 03:43:00,Marion,Fellows,Female,SNP hold,SNP,Lab,68856,44420,93,6268,7150,14354,1675,0,0,20622,0,0,0,0,0,0,619,0,0.16096352994146781,0.3231427285006754,0.03770823953174246,0.0,0.0,0.46425033768572715,0.0,0.0,0.0,0.0,0.0,0.0,0.013935164340387213,0.14110760918505177,0.173506428533099,0.34485768034671094,0.0,0.0,0.0,0.46760017638908447,0.0,0.0,0.0,0.0,0.0,0.0,0.014035714731104843,SNP,FALSE,0.12274249604237353
379,S14000027,S92000003,Na h-Eileanan An Iar,Scotland,Scotland,Scotland,County,2019-12-13 02:37:00,Angus Brendan,MacNeil,Male,SNP hold,SNP,Lab,21106,14477,65,2438,3216,4093,637,0,0,6531,0,0,0,0,0,0,0,0,0.22214547212820335,0.28272432133729364,0.04400082890101541,0.0,0.0,0.4511293776334876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16840505629619396,0.23703785445707395,0.30798312618232815,0.0,0.0,0.0,0.4549790193605994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SNP,FALSE,0.14699589317827128
380,W07000069,W92000004,Neath,West Glamorgan,Wales,Wales,County,2019-12-13 03:03:00,Christina,Rees,Female,Lab hold,LAB,Con,56419,36756,107,5637,10283,15920,1485,3184,728,0,4495,0,0,0,0,0,661,0,0.27976384807922516,0.43312656437044295,0.04040156709108717,0.08662531287408859,0.019806290129502666,0.0,0.12229295897268473,0.0,0.0,0.0,0.0,0.0,0.017983458482968766,0.15336271629121778,0.29401428541632774,0.45732800649714617,0.0,0.0873098966197065,0.01996281555877713,0.0,0.12325941749547115,0.0,0.0,0.0,0.0,0.0,0.018125578412570998,LAB,FALSE,0.16331372108081843
381,E14000829,E12000004,Newark,Nottinghamshire,East Midlands,England,County,2019-12-13 03:40:00,Robert,Jenrick,Male,Con hold,CON,Lab,75850,54762,259,21816,34660,12844,5308,0,1950,0,0,0,0,0,0,0,0,0,0.6329206383988898,0.23454220079617252,0.09692852708082247,0.0,0.03560863372411526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3983784376027173,0.6738363727902491,0.28986612098382164,0.0,0.0,0.03629750622592616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.38397025180642747
382,E14000830,E12000008,Newbury,Berkshire,South East,England,County,2019-12-13 03:09:00,Laura,Farris,Female,Con hold,CON,LD,83414,59998,190,16047,34431,4404,18384,0,2454,0,0,0,0,0,0,0,325,0,0.5738691289709656,0.07340244674822494,0.3064102136737891,0.0,0.040901363378779296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005416847228240942,0.2674589152971765,0.7086276997602331,0.24174185631105802,0.0,0.0,0.043826235840607145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058042080880999596,CON,FALSE,0.46688584344917505
383,E14000834,E12000005,Newcastle-Under-Lyme,Staffordshire,West Midlands,England,Borough,2019-12-13 04:45:00,Aaron,Bell,Male,Con gain from Lab,CON,Lab,68211,44739,140,7446,23485,16039,2361,1921,933,0,0,0,0,0,0,0,0,0,0.5249335032074923,0.3585015311026174,0.05277274860859653,0.04293792887637184,0.02085428820492188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16643197210487493,0.5461284141250126,0.38941815602572494,0.0,0.043382984842476095,0.02107044500678302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.15671025809928762
384,E14000831,E12000001,Newcastle Upon Tyne Central,Tyne and Wear,North East,England,Borough,2019-12-12 23:27:00,Chi,Onwurah,Female,Lab hold,LAB,Con,57845,37474,137,12278,9290,21568,2709,2542,1365,0,0,0,0,0,0,0,0,0,0.24790521428190213,0.5755457116934408,0.07229012115066447,0.06783369803063458,0.03642525484335806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32764049741153867,0.27286611266293465,0.6213964558291332,0.0,0.06879563626648724,0.03694179524144564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAB,FALSE,0.3485303431661985
385,E14000832,E12000001,Newcastle Upon Tyne East,Tyne and Wear,North East,England,Borough,2019-12-13 00:05:00,Nicholas,Brown,Male,Lab hold,LAB,Con,63796,43365,233,15463,10586,26049,4535,0,2195,0,0,0,0,0,0,0,0,0,0.24411391675314192,0.6006918021445866,0.10457742419001499,0.0,0.050616856912256425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3565778853914447,0.28067182315564965,0.667636844116106,0.0,0.0,0.051691332728245026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAB,FALSE,0.3869650209604564
386,E14000833,E12000001,Newcastle Upon Tyne North,Tyne and Wear,North East,England,Borough,2019-12-13 00:46:00,Catherine,McKinnell,Female,Lab hold,LAB,Con,68486,46999,119,5765,15589,21354,4357,4331,1368,0,0,0,0,0,0,0,0,0,0.3316879082533671,0.45435009255516073,0.0927041000872359,0.09215089682759207,0.029107002276644183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12266218430179365,0.36562547362169706,0.5108559011288997,0.0,0.09386895349274697,0.02964967175665617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAB,FALSE,0.1452304275072026
387,E14000827,E12000008,New Forest East,Hampshire,South East,England,County,2019-12-13 02:14:00,Julian,Lewis,Male,Con hold,CON,Lab,73549,50786,189,25251,32769,7518,7390,0,2434,0,0,0,0,0,0,0,675,0,0.6452368763044933,0.14803292245894537,0.1455125428267633,0.0,0.0479265939432127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013291064466585279,0.49720395384554794,0.7088775025396421,0.2281071337474401,0.0,0.0,0.04933399655105564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013681367161858034,CON,FALSE,0.48077036879220203
388,E14000828,E12000008,New Forest West,Hampshire,South East,England,County,2019-12-13 02:55:00,Desmond,Swayne,Male,Con hold,CON,LD,70869,50306,250,24403,32113,6595,7710,0,3888,0,0,0,0,0,0,0,0,0,0.6383532779390132,0.13109768218502763,0.15326203633761382,0.0,0.07728700353834532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850912416013994,0.7053080009457054,0.21493546344825817,0.0,0.0,0.07975653560603303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.49037253749744725
389,W07000055,W92000004,Newport East,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-13 02:49:00,Jessica,Morden,Female,Lab hold,LAB,Con,58554,36282,80,1992,14133,16125,2121,2454,577,0,872,0,0,0,0,0,0,0,0.38953199933851496,0.4444352571523069,0.05845873987101042,0.0676368447163883,0.01590320269003914,0.0,0.024033956231740258,0.0,0.0,0.0,0.0,0.0,0.0,0.05490325781379196,0.41149031138513076,0.47971686031299093,0.0,0.06840317721056006,0.016083387632637666,0.0,0.02430626345868304,0.0,0.0,0.0,0.0,0.0,0.0,LAB,FALSE,0.06822654892786018
390,W07000056,W92000004,Newport West,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-13 02:58:00,Ruth,Jones,Female,Lab hold,LAB,Con,66657,43433,130,902,18075,18977,2565,1727,902,0,1187,0,0,0,0,0,0,0,0.41615822070775677,0.436925839799231,0.05905647779338291,0.03976239265074943,0.020767619091474225,0.0,0.02732944995740566,0.0,0.0,0.0,0.0,0.0,0.0,0.020767619091474232,0.43868685407811936,0.4724187491064062,0.0,0.04023077130511819,0.021012249981017233,0.0,0.02765137552934297,0.0,0.0,0.0,0.0,0.0,0.0,LAB,FALSE,0.03373189502828683
391,N06000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-13 05:05:00,Mickey,Brady,Male,SF hold,SF,DUP,81226,50779,341,9287,0,0,0,0,0,0,0,11000,20287,9449,4204,4211,1628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21662498276846728,0.3995155477658087,0.1860808601981134,0.08279012977805786,0.08292798203981962,0.03206049744973316,0.18289056499734144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21662498276848455,0.39951554776587683,0.18608086019815537,0.0827901297780395,0.08292798203980023,0.03206049744972567,SF,FALSE,0.18289056499739229
392,E14000835,E12000009,Newton Abbot,Devon,South West,England,County,2019-12-13 02:49:00,Anne Marie,Morris,Female,Con hold,CON,LD,72529,52556,182,17501,29190,9329,11689,0,1508,0,0,0,0,0,0,0,840,0,0.5554075652637187,0.1775058984702032,0.22241038130755766,0.0,0.02869320344014004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015982951518380393,0.33299718395616107,0.64846133011176,0.30474562429299645,0.0,0.0,0.03005277374686007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016740271848383646,CON,FALSE,0.34371570581876354
393,E14000836,E12000003,"Normanton, Pontefract and Castleford",West Yorkshire,Yorkshire and The Humber,England,County,2019-12-13 04:01:00,Yvette,Cooper,Female,Lab hold,LAB,Con,84527,48259,127,1276,17021,18297,3147,8032,0,0,0,0,0,0,0,0,1762,0,0.35270105058123874,0.37914171449885,0.0652106342858327,0.16643527632151517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03651132431256346,0.02644066391761124,0.37689790033990167,0.41753558826675874,0.0,0.1685838492455907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698266214775021,LAB,FALSE,0.04063768792685707
394,E14000861,E12000004,Northampton North,Northamptonshire,East Midlands,England,Borough,2019-12-13 04:17:00,Michael,Ellis,Male,Con hold,CON,Lab,58768,39539,120,5507,21031,15524,2031,0,953,0,0,0,0,0,0,0,0,0,0.5319052075166292,0.39262500316143556,0.05136700472950757,0.0,0.02410278459242773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13928020435519362,0.5525374703671209,0.4231209168896163,0.0,0.0,0.0243416127432655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.12941655347750458
395,E14000862,E12000004,Northampton South,Northamptonshire,East Midlands,England,Borough,2019-12-13 03:44:00,Andrew,Lewer,Male,Con hold,CON,Lab,62163,40835,122,4697,20914,16217,2482,0,1222,0,0,0,0,0,0,0,0,0,0.5121586874005143,0.397134810824048,0.06078119260438349,0.0,0.029925309171054244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11502387657646629,0.5369358269899964,0.43277504004787526,0.0,0.0,0.030289132962128526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.10416078694212116
396,N06000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-13 04:54:00,Ian,Paisley,Male,DUP hold,DUP,UUP,77134,44051,304,12721,0,0,0,0,0,0,0,20860,5632,2943,8139,6231,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473542030827904,0.12785180813148397,0.06680892601757055,0.1847631154797848,0.1414496833216045,0.005584436221652176,0.2887789153481192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4735420308279511,0.12785180813148153,0.06680892601756466,0.18476311547982188,0.14144968332159188,0.005584436221652887,DUP,FALSE,0.2887789153481292
397,S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,Scotland,County,2019-12-13 02:56:00,Patricia,Gibson,Female,SNP hold,SNP,Con,73534,48154,115,8521,14855,6702,2107,0,1114,23376,0,0,0,0,0,0,0,0,0.30848942974623084,0.13917846907837356,0.043755451260539105,0.0,0.02313411139261536,0.4854425385222411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17695310877601028,0.32413337372383283,0.1629907554437504,0.0,0.0,0.023329674157097236,0.4895461966753175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SNP,FALSE,0.16541282295148468
398,E14000837,E12000009,North Cornwall,Cornwall,South West,England,County,2019-12-13 05:30:00,Scott,Mann,Male,Con hold,CON,LD,69935,51678,256,14752,30671,4516,15919,0,0,0,0,0,0,0,0,0,572,0,0.5935020705135647,0.08738728278958165,0.30804210689268163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011068539804171988,0.2854599636208831,0.7289201898904261,0.2592391715572151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011840638552359143,CON,FALSE,0.46968101833321096
399,E14000838,E12000009,North Devon,Devon,South West,England,County,2019-12-13 03:40:00,Selaine,Saxby,Female,Con hold,CON,LD,75859,55581,166,14813,31479,5097,16666,0,1759,0,0,0,0,0,0,0,580,0,0.5663626059264857,0.09170399956819776,0.2998506683938756,0.0,0.03164750544250733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043522066893363,0.2665119375326101,0.6975824440886604,0.257330971534719,0.0,0.0,0.03390649932384425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011180085052774113,CON,FALSE,0.4402514725539414
400,E14000839,E12000009,North Dorset,Dorset,South West,England,County,2019-12-13 05:58:00,Simon,Hoare,Male,Con hold,CON,LD,76765,56107,263,24301,35705,6737,11404,0,2261,0,0,0,0,0,0,0,0,0,0.6363733580480154,0.12007414404619744,0.2032544958739551,0.0,0.040298002031832036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331188621740603,0.7253659256384289,0.2325908374485648,0.0,0.0,0.04204323691300596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,FALSE,0.49277508818986415
401,N06000013,N92000002,North Down,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-13 01:52:00,Stephen,Farry,Male,Alliance gain from Ind,ALLIANCE,DUP,67099,40643,172,2968,1959,0,0,0,0,0,0,15390,0,0,4936,18358,0,0,0.04820018207317373,0.0,0.0,0.0,0.0,0.0,0.0,0.3786629923972148,0.0,0.0,0.12144772777600078,0.4516890977536107,0.0,0.07302610535639592,0.048200182073173885,0.0,0.0,0.0,0.0,0.0,0.0,0.37866299239715484,0.0,0.0,0.12144772777598604,0.45168909775353294,0.0,ALLIANCE,FALSE,0.0730261053563781
